age,стоимость_акций,contact,day,month,duration,campaign,previous,poutcome
51,1594,telephone,4,feb,197,1,0,unknown
46,342,cellular,5,may,84,1,0,unknown
50,72,unknown,8,may,141,2,0,unknown
32,14,unknown,2,jun,171,1,0,unknown
26,81,cellular,21,jul,262,3,0,unknown
41,231,cellular,7,aug,352,2,0,unknown
39,1161,cellular,9,apr,236,1,1,failure
31,-45,unknown,2,jun,184,1,0,unknown
28,231,cellular,25,jul,568,2,0,unknown
31,36,cellular,27,aug,105,2,0,unknown
30,1570,cellular,26,may,260,1,0,unknown
35,7050,cellular,11,aug,222,3,4,success
33,3704,unknown,6,jun,447,2,0,unknown
30,6619,cellular,21,aug,239,8,0,unknown
32,-84,cellular,11,may,426,1,0,unknown
40,1509,cellular,12,may,333,1,3,failure
31,1134,cellular,6,feb,174,2,0,unknown
36,146,unknown,15,may,284,2,0,unknown
33,9449,cellular,8,may,428,1,0,unknown
57,374,cellular,16,jul,236,1,0,unknown
45,88,cellular,29,aug,150,2,0,unknown
59,2764,cellular,24,dec,237,1,2,failure
30,2,cellular,25,jul,1031,8,0,unknown
33,8023,cellular,30,nov,107,1,3,failure
52,289,unknown,21,may,45,13,0,unknown
83,0,cellular,18,mar,140,10,0,unknown
58,1382,unknown,9,jun,700,1,0,unknown
33,280,cellular,18,nov,155,1,0,unknown
41,2195,unknown,3,jun,211,5,0,unknown
31,33,cellular,6,aug,165,4,0,unknown
35,275,cellular,10,jul,144,5,0,unknown
27,703,unknown,5,jun,590,3,0,unknown
57,887,unknown,20,jun,43,8,0,unknown
56,0,unknown,20,jun,471,2,0,unknown
53,1178,unknown,15,may,295,2,0,unknown
39,2763,unknown,2,jun,526,2,0,unknown
32,890,cellular,28,aug,27,10,0,unknown
46,548,cellular,12,aug,1181,4,0,unknown
56,272,cellular,26,aug,103,2,0,unknown
46,6269,telephone,18,nov,249,3,2,failure
29,178,cellular,5,may,231,4,0,unknown
60,252,cellular,13,apr,123,2,3,failure
33,23663,cellular,16,apr,199,2,2,failure
27,81,cellular,5,feb,197,1,3,failure
50,59,unknown,28,may,67,2,0,unknown
45,1343,cellular,8,jul,220,1,0,unknown
58,225,cellular,7,aug,122,6,0,unknown
59,0,unknown,26,may,104,7,0,unknown
58,2538,cellular,31,jul,307,6,0,unknown
64,43,cellular,11,mar,117,1,1,success
47,57,cellular,5,may,253,1,1,success
40,-117,cellular,17,jul,770,2,0,unknown
36,666,cellular,3,apr,190,1,1,other
28,0,cellular,16,jul,767,5,0,unknown
38,25,cellular,1,jun,232,2,0,unknown
53,1034,cellular,19,nov,854,2,3,other
46,324,unknown,30,may,293,6,0,unknown
54,0,telephone,16,nov,986,1,8,failure
32,0,cellular,19,nov,66,1,0,unknown
55,621,cellular,2,feb,114,1,1,failure
55,138,cellular,17,jul,205,1,0,unknown
56,4063,telephone,28,jul,31,4,0,unknown
40,11084,unknown,11,jun,113,1,0,unknown
44,310,cellular,6,feb,200,1,1,failure
32,73,cellular,21,nov,158,1,1,failure
33,1808,unknown,4,jun,99,4,0,unknown
41,1281,cellular,31,jul,45,3,0,unknown
37,64,cellular,12,may,239,4,2,other
58,2,telephone,11,may,168,3,0,unknown
52,60,cellular,26,aug,196,2,0,unknown
49,133,unknown,11,jun,319,6,0,unknown
44,3706,unknown,17,jun,209,3,0,unknown
28,174,cellular,28,sep,184,1,0,unknown
31,251,cellular,29,aug,156,2,0,unknown
37,4153,cellular,31,jul,35,16,0,unknown
30,985,cellular,19,feb,88,2,0,unknown
28,168,cellular,1,jun,347,3,2,success
46,1550,cellular,16,apr,126,2,8,failure
47,7708,cellular,21,nov,157,5,0,unknown
35,-12,unknown,12,may,212,5,0,unknown
80,6483,telephone,19,oct,123,1,0,unknown
30,60,unknown,7,may,306,5,0,unknown
55,3339,unknown,2,jun,63,1,0,unknown
22,1161,cellular,16,jun,119,1,0,unknown
33,599,unknown,21,may,29,1,0,unknown
53,28,cellular,31,jul,117,2,0,unknown
49,1430,cellular,18,nov,231,2,0,unknown
51,35,cellular,8,jul,123,4,0,unknown
41,6000,cellular,18,nov,265,1,0,unknown
34,0,cellular,15,jul,144,1,0,unknown
36,340,unknown,16,jun,559,3,0,unknown
35,0,cellular,5,may,74,1,4,failure
29,3,cellular,10,jul,183,1,0,unknown
40,445,cellular,24,jul,631,1,0,unknown
32,874,cellular,12,aug,1282,6,0,unknown
48,705,unknown,13,may,108,2,0,unknown
59,1033,unknown,11,jun,1199,1,0,unknown
35,1354,unknown,23,may,736,2,0,unknown
33,123,cellular,19,aug,264,1,0,unknown
55,8894,unknown,11,jun,262,1,0,unknown
41,429,unknown,13,may,244,1,0,unknown
42,14752,unknown,19,may,107,2,0,unknown
46,67,unknown,24,jun,9,1,0,unknown
35,39,cellular,31,jul,149,2,0,unknown
28,102,cellular,28,jan,321,2,0,unknown
25,1790,cellular,17,apr,224,1,3,failure
56,15311,cellular,29,apr,157,6,0,unknown
30,-635,cellular,25,jul,250,1,0,unknown
45,115,cellular,11,aug,209,4,0,unknown
40,10786,unknown,20,jun,111,3,0,unknown
40,498,cellular,8,may,55,2,4,failure
39,1045,cellular,9,jul,290,13,0,unknown
48,810,unknown,6,jun,383,1,0,unknown
31,-162,cellular,18,may,380,1,0,unknown
32,55,cellular,2,feb,124,3,0,unknown
34,586,unknown,8,may,224,2,0,unknown
26,455,cellular,29,jan,240,1,8,other
31,1010,cellular,15,may,385,3,9,other
37,509,cellular,6,may,133,1,0,unknown
29,2929,cellular,11,aug,91,1,0,unknown
57,3071,cellular,7,may,63,3,0,unknown
47,153,cellular,18,nov,192,2,0,unknown
38,1146,unknown,21,may,91,2,0,unknown
48,1092,cellular,18,nov,79,1,8,failure
50,3463,cellular,28,oct,96,1,0,unknown
33,1158,cellular,20,apr,25,2,0,unknown
28,26,cellular,7,may,227,2,0,unknown
30,566,cellular,5,feb,110,1,0,unknown
52,204,cellular,7,aug,134,2,0,unknown
36,480,cellular,20,oct,213,1,0,unknown
36,1855,cellular,4,feb,75,1,1,failure
46,1034,cellular,8,aug,109,2,0,unknown
57,3250,cellular,20,aug,162,3,0,unknown
28,1633,cellular,5,jun,275,1,0,unknown
46,0,cellular,22,jun,154,1,1,other
55,3334,cellular,14,aug,632,4,0,unknown
33,4020,cellular,15,apr,251,1,0,unknown
53,66,telephone,8,jul,141,1,0,unknown
41,-41,cellular,3,apr,154,1,0,unknown
60,322,cellular,7,may,63,1,0,unknown
35,2643,cellular,8,jul,259,1,0,unknown
43,49,unknown,9,may,100,1,0,unknown
57,1,unknown,15,may,17,10,0,unknown
46,3098,telephone,21,nov,192,9,0,unknown
31,352,unknown,19,may,97,9,0,unknown
53,65,cellular,25,aug,41,2,0,unknown
35,1949,unknown,2,jun,200,3,0,unknown
32,739,cellular,20,nov,91,3,0,unknown
48,1167,cellular,1,jun,264,1,0,unknown
50,231,cellular,21,nov,397,2,0,unknown
40,1136,unknown,21,may,86,1,0,unknown
42,233,cellular,5,feb,446,1,0,unknown
59,817,cellular,9,apr,304,1,0,unknown
27,1128,unknown,30,jun,88,4,0,unknown
32,1831,cellular,20,apr,86,2,0,unknown
35,450,cellular,13,may,63,1,0,unknown
28,0,cellular,5,may,335,2,8,failure
37,414,cellular,29,jan,293,2,4,failure
57,1052,unknown,13,may,227,4,0,unknown
42,1022,unknown,5,may,146,2,0,unknown
55,343,cellular,14,jul,276,3,0,unknown
52,1944,cellular,15,apr,238,3,2,failure
26,-32,cellular,31,jul,14,6,0,unknown
52,1781,unknown,19,may,144,2,0,unknown
26,350,cellular,8,jul,367,1,0,unknown
33,2,cellular,16,jul,132,1,0,unknown
24,111,unknown,27,may,42,4,0,unknown
37,168,unknown,5,jun,227,1,0,unknown
28,3,telephone,18,may,40,8,6,failure
30,102,unknown,7,may,614,2,0,unknown
33,0,unknown,15,may,270,1,0,unknown
55,159,unknown,4,sep,15,1,0,unknown
33,1134,unknown,23,may,304,2,0,unknown
42,352,cellular,11,may,79,3,0,unknown
37,865,cellular,3,jun,101,1,0,unknown
59,179,unknown,5,may,55,3,0,unknown
27,5,unknown,19,may,205,3,0,unknown
23,-230,cellular,18,may,259,2,0,unknown
51,0,cellular,13,aug,60,2,0,unknown
50,3924,cellular,20,apr,122,2,0,unknown
43,764,cellular,14,jul,557,5,0,unknown
37,511,telephone,11,may,42,1,0,unknown
34,4348,cellular,28,aug,373,8,0,unknown
41,3016,cellular,14,jul,80,3,0,unknown
26,279,cellular,7,may,239,3,0,unknown
49,1405,unknown,8,jun,29,1,0,unknown
29,908,unknown,20,jun,1663,1,0,unknown
30,162,unknown,20,may,186,4,0,unknown
38,792,unknown,6,jun,430,1,0,unknown
58,111,telephone,24,mar,58,2,0,unknown
34,1281,cellular,25,aug,279,1,1,failure
53,1012,cellular,28,jul,332,2,0,unknown
50,2881,cellular,5,aug,510,2,5,other
30,445,cellular,16,apr,218,1,2,failure
40,643,cellular,17,apr,74,2,1,failure
57,254,cellular,8,oct,676,1,0,unknown
40,-1212,cellular,15,may,1259,2,18,failure
41,2125,cellular,21,nov,285,3,4,failure
53,629,cellular,8,may,298,1,0,unknown
48,-202,cellular,30,jul,225,4,0,unknown
32,271,cellular,13,may,80,2,2,other
34,703,cellular,14,apr,342,1,0,unknown
46,-216,cellular,28,jul,404,3,0,unknown
45,88,cellular,7,jul,332,1,0,unknown
51,16,cellular,30,jan,158,1,0,unknown
31,466,cellular,14,may,164,1,0,unknown
47,-75,cellular,4,feb,57,1,1,other
32,456,cellular,12,may,121,1,0,unknown
41,77,cellular,7,may,56,1,0,unknown
37,-244,unknown,3,jul,178,1,0,unknown
27,1209,cellular,29,jan,283,1,0,unknown
27,58,cellular,7,may,113,1,2,other
50,421,cellular,20,nov,22,5,0,unknown
31,112,cellular,2,feb,159,2,1,failure
40,13669,cellular,15,oct,138,1,8,other
43,1429,cellular,19,nov,1015,1,2,other
39,794,telephone,2,feb,182,1,0,unknown
31,1957,cellular,4,feb,112,3,0,unknown
48,454,cellular,10,jul,114,1,0,unknown
32,882,cellular,29,jul,80,8,0,unknown
47,168,telephone,30,jan,66,1,1,other
35,714,cellular,26,aug,135,22,0,unknown
42,0,cellular,7,sep,99,1,0,unknown
47,1996,unknown,5,jun,761,2,0,unknown
59,163,cellular,24,jul,464,1,0,unknown
38,3190,unknown,20,jun,20,2,0,unknown
50,1772,cellular,29,jul,206,4,0,unknown
27,-151,cellular,8,jul,283,2,0,unknown
55,16,unknown,20,jun,64,1,0,unknown
39,7066,cellular,15,may,667,3,3,other
31,454,cellular,4,feb,73,3,0,unknown
37,4798,unknown,20,may,156,2,0,unknown
28,-298,unknown,3,jun,559,7,0,unknown
42,439,cellular,20,aug,143,2,0,unknown
40,1927,unknown,15,may,62,1,0,unknown
59,671,cellular,29,jan,219,2,5,failure
40,65,cellular,15,may,15,3,0,unknown
43,-932,cellular,16,apr,567,1,0,unknown
38,4366,cellular,29,jul,188,2,0,unknown
54,0,cellular,11,jul,159,2,0,unknown
41,4900,telephone,31,jul,121,2,0,unknown
55,976,cellular,28,jun,345,1,3,other
33,148,unknown,20,may,717,1,0,unknown
46,5,cellular,18,aug,71,3,0,unknown
36,-148,cellular,18,nov,144,2,0,unknown
48,113,cellular,22,jul,38,1,0,unknown
42,-105,cellular,28,aug,60,2,0,unknown
46,624,cellular,17,sep,336,2,2,success
49,-1680,unknown,27,jun,92,4,0,unknown
36,-461,cellular,11,may,254,2,1,failure
34,144,cellular,14,oct,104,1,19,failure
51,4,cellular,20,apr,74,5,0,unknown
58,309,cellular,19,aug,156,2,0,unknown
48,866,cellular,29,jan,146,2,0,unknown
41,1020,unknown,19,may,882,1,0,unknown
49,489,unknown,27,may,84,4,0,unknown
43,8167,unknown,19,may,114,2,0,unknown
32,-255,unknown,2,jul,957,3,0,unknown
54,3671,unknown,11,jun,67,3,0,unknown
33,636,cellular,9,jul,211,11,0,unknown
35,141,cellular,19,aug,299,2,0,unknown
56,150,cellular,11,may,102,6,1,failure
57,839,unknown,5,may,225,1,0,unknown
31,26965,cellular,21,apr,654,2,0,unknown
33,716,cellular,14,may,234,2,0,unknown
29,2485,telephone,24,jul,48,6,0,unknown
38,15030,cellular,13,may,167,1,7,other
37,11303,cellular,26,may,500,2,0,unknown
33,595,cellular,7,aug,22,2,0,unknown
30,19358,cellular,19,nov,258,2,0,unknown
31,203,cellular,19,nov,177,1,0,unknown
28,183,unknown,28,may,62,2,0,unknown
26,255,cellular,30,apr,457,1,1,success
31,102,telephone,17,apr,460,2,2,failure
50,94,cellular,22,jul,184,4,0,unknown
45,58,telephone,13,may,119,3,3,failure
48,606,cellular,5,mar,77,6,0,unknown
41,0,cellular,23,jul,107,1,0,unknown
60,65,unknown,9,may,1028,2,0,unknown
41,338,unknown,14,may,87,1,0,unknown
43,757,unknown,9,may,315,4,0,unknown
36,9269,cellular,19,nov,107,2,0,unknown
40,1206,telephone,16,jul,201,5,0,unknown
28,882,cellular,29,jan,94,1,2,failure
27,5291,cellular,12,nov,192,2,2,failure
49,61,cellular,29,jan,185,2,1,failure
37,0,cellular,17,nov,77,1,0,unknown
31,1407,cellular,6,may,142,3,0,unknown
31,25,cellular,2,feb,381,1,0,unknown
31,1354,cellular,17,nov,222,2,0,unknown
35,793,cellular,17,apr,106,1,0,unknown
51,10287,unknown,29,may,117,1,0,unknown
33,5235,cellular,7,aug,67,3,0,unknown
30,3,cellular,6,may,45,2,2,failure
58,409,cellular,14,jul,643,2,0,unknown
34,35,cellular,15,oct,76,1,2,failure
45,-459,cellular,21,aug,508,6,0,unknown
28,198,cellular,5,jul,128,2,0,unknown
31,99,cellular,17,apr,193,2,1,other
40,60,unknown,16,jun,172,6,0,unknown
30,3485,cellular,2,feb,142,2,0,unknown
34,-139,unknown,27,may,492,2,0,unknown
40,952,unknown,12,jun,140,1,0,unknown
59,1427,unknown,18,jun,140,2,0,unknown
43,1017,unknown,19,may,257,2,0,unknown
41,-29,cellular,29,jan,41,2,2,failure
33,9,cellular,21,aug,91,2,0,unknown
33,4040,cellular,20,apr,132,2,0,unknown
36,13,unknown,3,jun,284,1,0,unknown
32,1259,cellular,25,jul,184,2,0,unknown
25,18,cellular,18,jul,225,1,0,unknown
25,-76,unknown,12,may,241,3,0,unknown
38,221,cellular,20,aug,79,3,0,unknown
34,136,cellular,22,apr,156,1,0,unknown
67,16353,cellular,27,oct,223,2,0,unknown
32,-63,unknown,30,may,198,1,0,unknown
45,7353,cellular,13,aug,536,2,0,unknown
33,511,unknown,21,may,304,2,0,unknown
38,3913,cellular,20,apr,196,2,2,failure
32,1097,unknown,12,may,298,2,0,unknown
54,6102,unknown,21,may,86,6,0,unknown
51,340,unknown,8,may,186,1,0,unknown
42,-119,cellular,22,jul,167,3,0,unknown
41,2993,cellular,22,jul,24,12,0,unknown
39,3575,cellular,18,aug,74,3,0,unknown
38,361,unknown,11,jun,601,1,0,unknown
39,1072,unknown,27,may,1168,2,0,unknown
46,2904,cellular,20,apr,277,2,0,unknown
50,1790,cellular,6,feb,748,3,0,unknown
33,86,unknown,19,may,364,1,0,unknown
37,1633,unknown,19,may,229,3,0,unknown
31,8312,cellular,29,aug,43,13,0,unknown
34,172,cellular,15,jun,177,1,0,unknown
34,0,cellular,7,aug,262,1,2,success
36,222,cellular,6,may,317,1,2,failure
40,109,unknown,20,jun,402,22,0,unknown
40,1451,cellular,1,jun,314,1,0,unknown
41,1066,cellular,11,feb,109,3,0,unknown
52,3163,cellular,25,aug,56,6,0,unknown
40,888,unknown,12,may,169,2,0,unknown
48,428,cellular,18,may,127,1,0,unknown
33,106,cellular,20,aug,175,3,0,unknown
44,0,cellular,12,aug,56,2,0,unknown
55,979,cellular,8,jul,123,1,0,unknown
51,2662,telephone,28,jan,148,2,0,unknown
34,84,cellular,5,feb,231,1,0,unknown
58,5920,cellular,23,jul,255,1,0,unknown
39,816,cellular,27,aug,37,3,0,unknown
27,3276,cellular,5,aug,106,1,2,other
55,2,unknown,19,may,95,1,0,unknown
35,-51,unknown,2,jul,134,2,0,unknown
37,3315,cellular,9,apr,820,2,0,unknown
52,196,cellular,24,feb,116,1,3,failure
41,552,cellular,12,may,463,1,0,unknown
52,2347,cellular,12,aug,603,3,0,unknown
34,3723,unknown,27,may,47,5,0,unknown
53,255,cellular,19,nov,126,1,0,unknown
33,3143,cellular,29,jun,421,2,0,unknown
47,0,unknown,26,jun,174,8,0,unknown
35,6411,cellular,30,jan,144,1,2,failure
33,1909,cellular,8,aug,191,2,0,unknown
55,3873,telephone,21,apr,222,1,0,unknown
58,1013,cellular,11,aug,206,1,1,failure
44,262,cellular,9,jul,74,1,0,unknown
25,3217,unknown,28,may,24,1,0,unknown
37,5436,cellular,6,may,7,11,1,failure
41,2067,cellular,15,may,493,7,0,unknown
34,215,cellular,3,mar,350,3,0,unknown
36,1594,unknown,6,jun,250,3,0,unknown
44,134,cellular,28,aug,86,4,0,unknown
34,262,cellular,20,nov,371,1,0,unknown
56,3021,unknown,9,jun,419,2,0,unknown
43,388,unknown,8,may,2087,2,0,unknown
28,3412,cellular,15,may,22,4,0,unknown
54,1291,unknown,5,may,266,1,0,unknown
37,79,cellular,21,jul,191,1,0,unknown
59,2013,cellular,19,feb,222,4,2,success
58,543,telephone,17,jul,264,3,0,unknown
56,1016,unknown,9,jun,184,5,0,unknown
32,604,cellular,28,may,95,3,0,unknown
42,525,cellular,13,aug,127,2,0,unknown
52,353,cellular,31,jul,395,4,0,unknown
46,964,cellular,8,apr,174,1,0,unknown
37,3913,cellular,27,apr,124,1,0,unknown
39,879,unknown,26,may,102,2,0,unknown
31,314,cellular,17,apr,279,1,0,unknown
59,0,cellular,27,aug,76,11,0,unknown
38,1370,cellular,11,may,472,2,0,unknown
58,37,cellular,18,aug,84,11,0,unknown
34,673,cellular,20,nov,271,1,1,failure
40,-342,unknown,26,may,754,1,0,unknown
20,291,telephone,11,may,172,5,5,failure
34,209,cellular,8,apr,375,2,0,unknown
31,438,cellular,12,aug,130,2,0,unknown
39,1242,unknown,12,may,303,3,0,unknown
34,355,unknown,16,may,261,1,0,unknown
24,204,cellular,17,apr,229,3,0,unknown
41,10758,cellular,1,jun,288,1,0,unknown
40,5,cellular,18,nov,219,3,0,unknown
45,410,unknown,30,may,891,4,0,unknown
36,605,unknown,26,may,204,1,0,unknown
53,4,unknown,20,jun,19,6,0,unknown
23,8494,cellular,25,aug,158,2,0,unknown
42,198,unknown,8,may,314,1,0,unknown
48,841,unknown,19,may,215,1,0,unknown
34,8,cellular,25,aug,169,4,0,unknown
36,470,cellular,31,jul,101,4,0,unknown
43,520,unknown,20,may,15,13,0,unknown
36,439,unknown,21,may,260,5,0,unknown
49,-454,cellular,14,may,558,1,0,unknown
55,466,unknown,17,jun,287,4,0,unknown
53,665,cellular,22,apr,371,2,0,unknown
42,994,cellular,11,aug,149,1,5,failure
45,5346,unknown,21,oct,187,1,0,unknown
31,1243,unknown,21,may,32,1,0,unknown
32,0,unknown,5,may,138,1,0,unknown
36,2357,unknown,17,jun,228,2,0,unknown
56,1044,telephone,3,jul,353,2,0,unknown
46,1069,unknown,8,may,45,2,0,unknown
41,231,cellular,9,jul,76,2,0,unknown
31,0,unknown,6,may,144,2,0,unknown
32,266,cellular,19,aug,168,2,0,unknown
38,-70,cellular,30,jan,140,1,3,other
49,25824,unknown,17,jun,94,1,0,unknown
46,538,unknown,17,jun,118,3,0,unknown
29,534,cellular,18,may,382,1,0,unknown
36,2323,cellular,19,nov,111,1,0,unknown
38,1852,cellular,15,may,298,2,0,unknown
53,2647,unknown,30,may,121,1,0,unknown
43,2767,unknown,15,may,317,7,0,unknown
41,176,unknown,5,may,42,1,0,unknown
42,9720,cellular,5,aug,81,2,0,unknown
55,1613,cellular,3,apr,296,1,3,failure
39,2903,telephone,25,jul,259,2,0,unknown
30,81,cellular,6,aug,121,6,3,other
41,780,cellular,15,may,432,3,0,unknown
44,178,cellular,8,aug,126,2,0,unknown
58,299,cellular,16,jul,120,4,0,unknown
35,285,cellular,29,jan,136,1,0,unknown
27,872,cellular,17,apr,1130,3,0,unknown
34,1337,cellular,17,dec,330,2,3,success
25,72,cellular,23,jul,305,2,0,unknown
36,0,unknown,20,jun,332,3,0,unknown
38,-388,unknown,9,may,412,1,0,unknown
30,11,cellular,11,may,157,1,0,unknown
47,-535,cellular,30,jul,71,2,0,unknown
41,787,cellular,8,may,297,2,0,unknown
36,3343,cellular,18,nov,307,1,0,unknown
63,3904,telephone,4,aug,250,2,2,success
23,736,cellular,30,apr,119,1,0,unknown
32,1390,cellular,7,aug,116,2,0,unknown
57,808,telephone,7,jul,274,1,0,unknown
48,1147,cellular,5,aug,389,1,2,success
49,1122,cellular,4,aug,143,1,0,unknown
50,-568,unknown,28,may,860,2,0,unknown
33,1165,unknown,21,may,420,2,0,unknown
53,-905,unknown,28,may,213,1,0,unknown
30,0,cellular,18,nov,756,1,0,unknown
38,740,cellular,7,aug,259,3,0,unknown
44,8262,cellular,23,jul,201,16,0,unknown
39,14,unknown,13,may,19,9,0,unknown
45,7108,cellular,18,nov,53,1,3,failure
36,1049,cellular,14,may,224,4,0,unknown
38,0,cellular,13,may,57,5,1,other
36,419,unknown,30,may,251,1,0,unknown
30,726,cellular,16,apr,39,1,3,failure
28,594,unknown,18,jun,54,3,0,unknown
26,454,unknown,23,may,28,18,0,unknown
54,2206,cellular,12,nov,104,1,2,other
38,1988,cellular,27,mar,164,2,2,failure
32,0,cellular,7,aug,268,2,0,unknown
50,202,cellular,17,nov,148,1,0,unknown
43,667,unknown,7,may,228,3,0,unknown
48,112,cellular,18,aug,139,5,0,unknown
57,50,cellular,18,aug,89,3,0,unknown
64,768,cellular,15,jul,250,2,1,success
26,74,unknown,23,may,106,6,0,unknown
33,661,cellular,18,jul,968,1,0,unknown
50,3025,cellular,6,aug,168,3,0,unknown
47,751,cellular,24,jul,408,14,0,unknown
39,416,cellular,23,oct,56,4,0,unknown
52,14,cellular,28,jul,55,5,0,unknown
31,-502,unknown,29,may,76,4,0,unknown
50,0,cellular,11,aug,72,5,0,unknown
47,599,cellular,13,aug,99,3,0,unknown
30,-218,cellular,27,aug,13,15,0,unknown
32,1012,cellular,14,apr,178,1,0,unknown
36,300,unknown,9,jun,287,1,0,unknown
46,217,cellular,14,may,141,1,2,other
45,2096,cellular,21,nov,127,1,2,failure
37,0,cellular,4,aug,69,2,0,unknown
58,5278,unknown,4,jun,763,4,0,unknown
59,1831,cellular,17,feb,122,1,1,failure
28,1480,cellular,18,may,143,1,0,unknown
48,7289,cellular,2,feb,316,3,0,unknown
55,1665,telephone,30,jul,89,2,0,unknown
37,851,cellular,15,may,151,1,1,failure
41,2885,cellular,19,nov,40,1,0,unknown
35,137,unknown,4,oct,5,1,12,failure
34,1239,cellular,18,jul,90,1,0,unknown
43,146,cellular,21,nov,50,1,5,other
59,1,cellular,15,apr,159,2,3,failure
50,-10,cellular,10,jul,369,6,0,unknown
37,480,cellular,22,oct,344,2,8,other
35,2789,cellular,4,sep,256,2,1,failure
50,3897,cellular,26,oct,298,1,0,unknown
36,487,cellular,11,aug,268,3,0,unknown
41,5110,cellular,13,apr,231,1,0,unknown
28,318,unknown,27,may,4,4,0,unknown
42,-411,cellular,12,may,78,5,3,failure
60,4820,unknown,5,jun,419,1,0,unknown
28,4937,telephone,13,may,421,3,0,unknown
48,725,cellular,10,jul,105,1,0,unknown
51,5403,unknown,6,jun,42,1,0,unknown
32,4089,cellular,26,may,114,7,3,failure
35,188,cellular,26,aug,286,2,0,unknown
37,189,cellular,1,oct,238,1,2,success
38,2998,unknown,11,jun,91,1,0,unknown
77,610,cellular,13,aug,766,3,0,unknown
32,787,cellular,28,jan,92,1,0,unknown
43,167,cellular,4,aug,211,3,0,unknown
36,243,cellular,7,may,160,2,3,failure
29,877,cellular,3,feb,166,3,0,unknown
32,2817,cellular,21,nov,195,1,0,unknown
41,4567,cellular,16,jul,106,1,0,unknown
26,127,cellular,23,jul,85,3,0,unknown
34,176,cellular,24,jul,78,1,0,unknown
57,0,unknown,28,may,648,1,0,unknown
36,1482,cellular,18,nov,177,2,1,other
42,3052,unknown,27,may,32,1,0,unknown
35,56,cellular,29,aug,24,12,0,unknown
52,278,unknown,7,may,688,2,0,unknown
36,3875,unknown,27,may,21,5,0,unknown
46,-337,unknown,27,may,112,1,0,unknown
60,366,cellular,3,jun,593,1,0,unknown
57,501,cellular,7,aug,59,2,0,unknown
48,998,cellular,29,jan,121,3,0,unknown
59,0,telephone,28,jul,97,2,0,unknown
39,246,cellular,11,aug,86,2,0,unknown
44,-182,cellular,14,may,10,10,0,unknown
27,446,cellular,23,jun,205,3,0,unknown
59,1173,unknown,9,jun,77,2,0,unknown
36,5957,cellular,18,nov,138,2,0,unknown
44,205,cellular,3,nov,289,1,0,unknown
50,0,cellular,4,aug,86,4,0,unknown
41,369,telephone,22,aug,9,3,0,unknown
47,1934,cellular,14,may,225,1,1,failure
32,259,cellular,22,jul,407,4,0,unknown
38,284,unknown,3,jun,1030,6,0,unknown
55,23,cellular,13,aug,123,2,0,unknown
38,1373,cellular,22,oct,119,4,0,unknown
31,62,cellular,18,may,175,1,5,failure
38,157,unknown,9,jun,299,5,0,unknown
29,991,cellular,5,feb,563,1,0,unknown
55,186,unknown,9,may,241,1,0,unknown
35,977,cellular,4,may,52,4,1,other
40,2893,cellular,2,jun,76,3,0,unknown
34,1897,cellular,19,nov,441,1,0,unknown
32,5514,cellular,22,apr,319,1,1,success
33,889,unknown,18,sep,13,1,6,success
33,273,unknown,16,may,803,1,0,unknown
37,1193,cellular,12,may,396,2,0,unknown
58,2729,unknown,18,jun,188,1,0,unknown
36,0,cellular,20,apr,637,1,0,unknown
42,230,unknown,5,jun,175,7,0,unknown
34,2729,cellular,6,apr,945,1,1,success
35,317,unknown,23,may,162,3,0,unknown
60,517,unknown,12,jun,1178,3,0,unknown
50,-470,cellular,8,may,506,2,3,failure
28,4579,cellular,12,jan,409,2,0,unknown
27,1,cellular,14,jul,116,3,0,unknown
37,5106,cellular,30,apr,244,1,0,unknown
31,636,cellular,4,may,352,4,0,unknown
34,1076,cellular,12,may,152,1,6,success
38,126,unknown,21,may,164,2,0,unknown
32,-33,unknown,28,may,234,3,0,unknown
37,430,cellular,27,aug,154,4,0,unknown
33,-6,unknown,7,may,566,2,0,unknown
71,383,cellular,27,oct,327,2,3,success
27,130,cellular,7,may,265,3,0,unknown
38,2569,unknown,9,jun,172,1,0,unknown
34,201,cellular,22,jul,257,2,0,unknown
54,0,unknown,13,may,618,1,0,unknown
30,6,cellular,28,jan,241,3,0,unknown
35,475,cellular,21,jul,936,4,0,unknown
33,706,cellular,7,apr,329,1,1,failure
36,1825,cellular,14,may,24,1,1,failure
59,185,cellular,22,jun,177,5,1,failure
72,4415,telephone,13,oct,120,1,0,unknown
64,679,telephone,22,apr,135,3,0,unknown
53,320,cellular,9,jul,175,1,0,unknown
35,2988,cellular,25,may,179,1,0,unknown
58,1407,unknown,30,may,58,1,0,unknown
40,1270,cellular,17,apr,342,2,0,unknown
41,654,cellular,13,may,139,2,0,unknown
48,5173,unknown,18,jun,88,8,0,unknown
44,3463,cellular,28,aug,210,3,0,unknown
39,0,cellular,2,feb,731,1,3,failure
61,6016,cellular,2,feb,670,3,0,unknown
36,177,unknown,12,may,63,5,0,unknown
28,3694,cellular,8,jul,70,2,0,unknown
58,1640,cellular,4,feb,72,6,4,failure
60,174,cellular,15,may,241,1,1,failure
66,10177,cellular,5,may,272,4,0,unknown
36,490,cellular,28,aug,207,8,1,failure
49,2576,cellular,15,may,64,6,0,unknown
40,0,unknown,12,jun,543,2,0,unknown
23,598,cellular,30,apr,166,1,0,unknown
29,15459,cellular,26,may,245,3,7,success
44,271,unknown,9,may,94,1,0,unknown
